年別,類型,觀光遊憩區,細分,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2019,國家級風景特定區,北海岸及觀音山國家風景區,和平島公園,基隆市,21597,39645,41458,53800,47849,56222,54993,60850,61589,75670,52931,39880,606484
2019,國家級風景特定區,東部海岸國家風景區,小野柳(加路蘭),臺東縣,42096,114592,53819,55585,18392,56778,65771,51654,47709,76751,40976,40877,665000
2019,國家級風景特定區,東部海岸國家風景區,三仙臺,臺東縣,41887,60290,45667,45727,37957,41524,64872,52134,40093,56200,45216,40454,572021
2019,國家級風景特定區,東部海岸國家風景區,八仙洞,臺東縣,9103,11909,14631,13833,11626,10271,11551,9482,11625,11476,8815,6124,130446
2019,國家級風景特定區,東部海岸國家風景區,秀姑巒溪遊客中心,花蓮縣,14150,13621,15319,15052,13856,18729,24300,19043,19355,19001,14394,12615,199435
2019,國家級風景特定區,東部海岸國家風景區,綠島,臺東縣,6944,15082,15220,35499,38070,52841,66709,35395,36840,28644,9990,6231,347465
2019,國家級風景特定區,東部海岸國家風景區,都歷處本部,臺東縣,0,0,0,0,0,0,13899,9857,8124,8239,6457,7568,54144
2019,國家級風景特定區,東部海岸國家風景區,石梯坪,花蓮縣,20022,31159,31386,30868,29015,24672,27764,24058,15766,21196,17148,16166,289220
2019,國家級風景特定區,東部海岸國家風景區,花蓮管理站遊客中心,花蓮縣,4464,5873,4652,4249,4481,3905,4328,3941,3362,3366,2744,2632,47997
2019,國家級風景特定區,花東縱谷國家風景區,鯉魚潭風景特定區,花蓮縣,72564,102580,94336,91869,82092,105248,108162,87816,82109,96432,86143,76784,1086135
2019,國家級風景特定區,花東縱谷國家風景區,鹿野高臺,臺東縣,40373,94230,46259,54384,45119,68367,199337,117804,45159,51951,42533,46205,851721
2019,國家級風景特定區,花東縱谷國家風景區,新光兆豐休閒農場,花蓮縣,9214,19681,10177,13837,12001,9053,13060,10146,7981,15105,9179,8644,138078
2019,國家級風景特定區,花東縱谷國家風景區,關山親水公園,臺東縣,6473,10560,6282,5957,4014,4005,9288,9335,4536,6970,5145,5315,77880
2019,國家級風景特定區,參山國家風景區,獅頭山風景區,新竹縣,397569,616151,383720,644048,523530,551888,488760,617603,593717,715884,631453,672206,6836529
2019,國家級風景特定區,參山國家風景區,梨山遊憩區,臺中市,21444,55955,31175,22125,12403,25488,32562,18361,26422,61340,98270,47395,452940
2019,國家級風景特定區,參山國家風景區,八卦山風景區,彰化縣,338453,615515,456363,408212,343673,385143,386834,418214,341103,403980,377273,365301,4840064
2019,國家級風景特定區,參山國家風景區,谷關遊憩區,臺中市,182452,181320,163395,98030,101077,123163,138973,111915,158911,190710,202595,220254,1872795
2019,國家級風景特定區,雲嘉南濱海國家風景區,七股鹽山,臺南市,55901,107791,57149,53383,34197,43553,50628,35053,40099,55682,49606,46885,629927
2019,國家級風景特定區,雲嘉南濱海國家風景區,北門遊客中心,臺南市,21672,66637,37599,36513,24995,28191,21181,18727,25176,37294,33265,31975,383225
2019,國家級風景特定區,雲嘉南濱海國家風景區,井仔腳瓦盤鹽田,臺南市,17328,25826,21678,21282,16551,23716,21609,20215,20172,25324,24973,23939,262613
2019,國家級風景特定區,雲嘉南濱海國家風景區,馬沙溝濱海遊憩區,臺南市,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,國家級風景特定區,阿里山國家風景區,圓潭自然生態園區,嘉義縣,7643,15340,17156,21802,15643,12421,10828,9323,13002,14511,9498,7787,154954
2019,國家級風景特定區,阿里山國家風景區,達娜伊谷,嘉義縣,20047,23644,38801,41940,53060,38448,31732,27939,12450,17345,17250,14964,337620
2019,國家級風景特定區,阿里山國家風景區,觸口遊客中心,嘉義縣,8018,8453,8647,8223,7665,8216,9685,7517,5769,5197,4581,4352,86323
2019,國家級風景特定區,日月潭國家風景區,日月潭環潭區,南投縣,240123,631903,563969,464819,359117,281654,402630,356557,315466,368067,458879,323656,4766840
2019,國家級風景特定區,日月潭國家風景區,水里蛇窯,南投縣,1581,3890,2297,2369,1522,1480,2992,1949,2135,2700,1662,2026,26603
2019,國家級風景特定區,日月潭國家風景區,車埕,南投縣,93601,123628,110833,113979,78147,101633,107435,84279,107074,117613,115908,118749,1272879
2019,國家級風景特定區,西拉雅國家風景區,曾文水庫,臺南市,11943,28290,18948,19358,16214,18044,20743,24757,19154,29431,22126,42565,271573
2019,國家級風景特定區,西拉雅國家風景區,烏山頭水庫風景區,臺南市,6502,20999,20963,19226,19978,27742,20718,16466,6502,21647,33925,24260,238928
2019,國家級風景特定區,西拉雅國家風景區,關子嶺溫泉區,臺南市,153800,198813,107315,57423,80702,70017,73015,73758,80926,71574,69134,143896,1180373
2019,國家級風景特定區,西拉雅國家風景區,虎頭埤風景區,臺南市,25732,36529,25791,26608,27766,28186,20435,16813,26108,35328,29483,24422,323201
2019,國家級風景特定區,西拉雅國家風景區,中埔遊客中心,嘉義縣,5452,8728,7817,8881,5314,5791,6556,4220,5508,7335,7848,5750,79200
2019,國家級風景特定區,茂林國家風景區,茂林遊憩區,高雄市,29957,37399,28122,15741,16803,28858,11166,10440,10209,17590,16828,40059,263172
2019,國家級風景特定區,茂林國家風景區,寶來、不老溫泉區,高雄市,18225,23473,20585,16604,18759,19474,17005,15968,19062,23052,22614,47561,262382
2019,國家級風景特定區,茂林國家風景區,臺灣原住民文化園區,屏東縣,26819,36954,42547,33313,33070,18403,22659,26029,49851,44463,33270,18967,386345
2019,國家級風景特定區,茂林國家風景區,霧臺遊憩區,屏東縣,22468,29136,26308,22187,11539,14512,10994,7328,17712,20580,21464,18115,222343
2019,國家級風景特定區,茂林國家風景區,涼山遊憩區,屏東縣,8007,16964,10229,11726,8179,12474,7693,4951,12612,15299,9865,8597,126596
2019,國家級風景特定區,茂林國家風景區,禮納里部落,屏東縣,2427,3823,5216,3741,2484,2640,2035,1382,1814,2237,1938,2232,31969
2019,國家級風景特定區,茂林國家風景區,三地門遊憩區,屏東縣,18394,226525,89450,94069,41676,43763,56129,51801,40517,37871,37450,36835,774480
2019,國家級風景特定區,大鵬灣國家風景區,小琉球遊憩區,屏東縣,13926,28988,28405,43585,42332,54055,58209,34140,40020,46956,31941,19031,441588
2019,國家級風景特定區,大鵬灣國家風景區,大鵬灣遊憩區,屏東縣,27091,8552367,5103852,129340,48600,51442,37980,28481,34827,45168,33763,32847,14125758
2019,國家級風景特定區,澎湖國家風景區,澎湖遊客中心,澎湖縣,2975,3103,8364,11838,17468,13632,9443,7107,9761,10724,6333,7902,108650
2019,國家級風景特定區,澎湖國家風景區,南海遊客中心,澎湖縣,8426,9097,17290,61877,90691,94673,73152,43239,44699,27549,9309,8114,488116
2019,國家級風景特定區,澎湖國家風景區,北海遊客中心,澎湖縣,2643,3092,4202,20956,33806,48374,45444,29127,20535,7808,2732,2530,221249
2019,國家級風景特定區,澎湖國家風景區,西嶼西臺,澎湖縣,901,501,2636,6347,8196,6893,7740,4743,5463,3243,1841,989,49493
2019,國家級風景特定區,澎湖國家風景區,小門地質展示中心,澎湖縣,6650,7540,11650,48180,64420,65360,64660,43780,35750,28940,13670,7150,397750
2019,國家級風景特定區,澎湖國家風景區,綠蠵龜觀光保育中心,澎湖縣,0,0,0,2790,6474,9931,8644,5119,3603,1833,85,5,38484
2019,國家級風景特定區,澎湖國家風景區,七美遊客中心,澎湖縣,2072,2293,9858,51600,75108,84569,57696,34153,34632,16643,2316,1696,372636
2019,國家級風景特定區,澎湖國家風景區,北寮奎壁山地質公園,澎湖縣,9970,10535,19753,48400,67573,80142,77194,57282,59357,54681,26337,20075,531299
2019,國家級風景特定區,馬祖國家風景區,東引遊客中心,連江縣,241,452,690,1928,3366,2979,2228,1861,2860,1652,657,341,19255
2019,國家級風景特定區,馬祖國家風景區,莒光遊客中心,連江縣,396,938,1244,2586,5280,4812,4218,2036,2474,2809,1367,1109,29269
2019,國家級風景特定區,馬祖國家風景區,北竿遊客中心,連江縣,2346,2606,4487,5575,9049,8838,9298,6421,7546,8862,7069,5613,77710
2019,國家級風景特定區,馬祖國家風景區,南竿遊客中心,連江縣,2462,2400,4516,4157,9822,9365,10797,6472,5104,5374,4177,3801,68447
2019,直轄市及縣(市)級風景特定區, -,烏來風景特定區,新北市,182500,310000,199000,215000,142400,158600,163500,153000,148000,189000,143500,143200,2147700
2019,直轄市及縣(市)級風景特定區, -,碧潭風景特定區,新北市,208500,229000,239500,242000,127000,168900,143000,110000,117200,205000,167000,234100,2191200
2019,直轄市及縣(市)級風景特定區, -,武荖坑風景區,宜蘭縣,1088,2388,2002,4140,4964,7405,16177,11463,6713,6994,2619,1357,67310
2019,直轄市及縣(市)級風景特定區, -,石門水庫風景區,桃園市,101234,107316,87980,103796,100780,164964,88092,87340,77924,123061,116244,135637,1294368
2019,直轄市及縣(市)級風景特定區, -,角板山遊憩區,桃園市,47380,34636,23901,24624,23445,27335,29931,20687,21318,27004,21108,19070,320439
2019,直轄市及縣(市)級風景特定區, -,虎頭山風景特定區,桃園市,151580,154200,155340,178810,173420,151104,169260,163600,120140,154111,175280,213167,1960012
2019,直轄市及縣(市)級風景特定區, -,冬山河親水公園,宜蘭縣,8859,16984,13849,13194,13158,26749,270030,243563,10549,21009,13255,11300,662499
2019,直轄市及縣(市)級風景特定區, -,五峰旗風景區,宜蘭縣,38132,41201,46385,41685,54885,63150,73789,56371,53531,73181,74913,58964,676187
2019,直轄市及縣(市)級風景特定區, -,龍潭湖,宜蘭縣,32820,39397,40970,35727,37486,33976,25614,20907,28607,41062,37036,31938,405540
2019,直轄市及縣(市)級風景特定區, -,七星潭風景區,花蓮縣,111339,125314,87087,87211,77972,87735,166690,111204,83177,86867,80902,80345,1185843
2019,直轄市及縣(市)級風景特定區, -,小烏來風景特定區,桃園市,14480,28682,21222,22190,18136,31726,40452,29730,20128,32442,24962,16762,300912
2019,直轄市及縣(市)級風景特定區, -,鐵砧山,臺中市,21635,24498,25835,27920,28028,34686,78773,53816,71127,49096,28360,25147,468921
2019,直轄市及縣(市)級風景特定區, -,東埔溫泉,南投縣,11036,10126,13115,16492,18337,12149,21277,17301,14515,30142,16090,9912,190492
2019,直轄市及縣(市)級風景特定區, -,蘭潭,嘉義市,123788,126802,102468,106432,106839,104567,115963,117100,125230,125300,134489,155941,1444919
2019,直轄市及縣(市)級風景特定區, -,瑞芳風景特定區,新北市,406500,669000,454800,408000,348000,349700,391000,426000,356500,465000,488000,362000,5124500
2019,直轄市及縣(市)級風景特定區, -,內灣風景區,新竹縣,18245,26699,59799,163500,120614,135565,132329,116862,110403,132640,135048,127433,1279137
2019,直轄市及縣(市)級風景特定區, -,台東森林公園,臺東縣,28839,40659,42300,35039,19422,18157,33393,62591,17875,28709,27296,24582,378862
2019,森林遊樂區, -,池南國家森林遊樂區,花蓮縣,1705,2777,1997,3619,3227,1306,3068,2300,1578,2291,3705,2344,29917
2019,森林遊樂區, -,富源國家森林遊樂區,花蓮縣,2673,5287,3101,3648,2495,3074,2500,2673,2417,4156,3679,5208,40911
2019,森林遊樂區, -,阿里山國家森林遊樂區,嘉義縣,99008,135638,215829,164040,84378,100453,122941,87437,66669,91963,94387,90533,1353276
2019,森林遊樂區, -,墾丁國家森林遊樂區,屏東縣,14279,17180,12754,14653,10385,8477,9898,7027,9678,15195,14264,12427,146217
2019,森林遊樂區, -,滿月圓國家森林遊樂區,新北市,8036,14019,14453,16395,15891,21377,26447,19401,18566,25506,20101,15570,215762
2019,森林遊樂區, -,內洞國家森林遊樂區,新北市,14937,23962,20500,22618,17594,22334,29631,20775,18477,28501,21845,17881,259055
2019,森林遊樂區, -,太平山國家森林遊樂區,宜蘭縣,31038,46912,36808,35019,33153,46025,62901,44072,39403,57711,54864,37881,525787
2019,森林遊樂區, -,棲蘭森林遊樂區,宜蘭縣,6191,13613,9181,8551,8568,10154,17212,10038,9376,11839,9946,7256,121925
2019,森林遊樂區, -,明池森林遊樂區,宜蘭縣,9111,16313,12076,11671,9596,14244,19992,13968,12129,16054,15504,12416,163074
2019,森林遊樂區, -,東眼山國家森林遊樂區,桃園市,6066,12916,11244,11681,10975,21735,27393,19232,16085,24788,15625,10533,188273
2019,森林遊樂區, -,八仙山國家森林遊樂區,臺中市,8767,13898,9932,9345,7286,11790,13274,7715,12269,16863,15627,12516,139282
2019,森林遊樂區, -,大雪山國家森林遊樂區,臺中市,7402,12479,8927,10269,6602,15543,20449,10251,15765,19722,15516,16293,159218
2019,森林遊樂區, -,奧萬大國家森林遊樂區,南投縣,13527,16745,8152,4581,2305,11713,7852,3816,6385,16970,38017,50734,180797
2019,森林遊樂區, -,惠蓀林場,南投縣,10493,19663,12164,13843,8537,11999,14262,7152,16140,16455,13920,10082,154710
2019,森林遊樂區, -,溪頭自然教育園區,南投縣,98746,101280,123878,135712,121009,151264,202561,139557,195241,185369,161793,129593,1746003
2019,森林遊樂區, -,合歡山國家森林遊樂區,南投縣,2390,2387,2302,2921,2890,2654,3306,2320,3037,3489,3030,2805,33531
2019,森林遊樂區, -,雙流國家森林遊樂區,屏東縣,6982,7923,6356,7748,5522,7734,5688,4119,8006,11508,11184,8475,91245
2019,森林遊樂區, -,知本國家森林遊樂區,臺東縣,14376,15392,10596,10289,7686,6222,10778,7091,7282,13208,14993,14137,132050
2019,森林遊樂區, -,萬瑞森林樂園,新竹縣,1491,2603,1017,2710,1010,989,2223,1566,3218,5163,4699,5700,32389
2019,休閒農業區及休閒農場, -,初鹿牧場,臺東縣,20389,41873,19385,19367,13234,20369,49535,31795,17826,24597,17733,19208,295311
2019,休閒農業區及休閒農場, -,南元休閒農場,臺南市,5643,14635,10809,9667,6317,5216,4332,2822,4569,5975,11509,7873,89367
2019,休閒農業區及休閒農場, -,綠世界生態農場,新竹縣,20200,66200,40200,40150,33900,29200,28450,29830,22650,42300,39500,21000,413580
2019,休閒農業區及休閒農場, -,南園人文客棧,新竹縣,1651,1585,1420,2372,2152,1642,1131,1423,1721,2178,2015,2019,21309
2019,休閒農業區及休閒農場, -,飛牛牧場,苗栗縣,14900,35341,25579,31124,16994,17727,16104,13719,18421,31666,26123,20085,267783
2019,休閒農業區及休閒農場, -,走馬瀨農場,臺南市,16902,49639,31976,31614,25546,16713,11803,9688,16902,40161,22451,28983,302378
2019,觀光地區, -,麗寶樂園,臺中市,352391,479675,347229,369120,343108,409865,604649,579887,424231,356096,339426,489026,5094703
2019,觀光地區, -,東勢林場遊樂區,臺中市,8898,21057,12842,43217,14970,7911,9371,6877,6822,12881,11147,10140,166133
2019,觀光地區, -,延平郡王祠,臺南市,13930,16917,8170,7463,5043,4157,3437,4548,5124,6563,7736,9229,92317
2019,觀光地區, -,赤嵌樓,臺南市,62972,74236,55095,55630,63231,69182,43255,44940,37935,53262,53817,51768,665323
2019,觀光地區, -,臺南孔子廟,臺南市,27970,23049,0,0,0,0,0,0,0,0,0,0,51019
2019,觀光地區, -,祀典武廟,臺南市,44080,51965,38567,38941,44262,48427,30279,31458,26555,37284,37672,36238,465728
2019,觀光地區, -,大天后宮,臺南市,50377,59389,44076,44504,50585,55346,34604,35952,30348,42609,43053,41414,532257
2019,觀光地區, -,安平小鎮,臺南市,132031,171807,123156,123222,117412,120506,93617,91977,82447,111833,119259,132620,1419887
2019,博物館, -,國立海洋生物博物館,屏東縣,49621,100774,61294,74109,66768,91292,139987,123268,84178,106290,65954,58573,1022108
2019,博物館, -,臺灣客家文化館,苗栗縣,39530,65638,60480,91027,91890,73673,69113,64494,59694,70240,79390,821033,1586202
2019,博物館, -,六堆客家文化園區,屏東縣,65710,149615,95580,84089,79112,81080,62865,47591,82782,80800,85108,979100,1893432
2019,博物館, -,國立故宮博物院,臺北市,370990,407593,366684,340563,352990,292033,338031,354840,191623,266119,276443,274464,3832373
2019,博物館, -,市立美術館,臺北市,48208,42015,41689,32279,35872,38124,43477,59930,47558,48547,39836,43354,520889
2019,博物館, -,國立歷史博物館,臺北市,0,4441,9761,361613,359689,255642,172933,86990,63898,34642,24538,41679,1415826
2019,博物館, -,國立臺灣科學教育館,臺北市,174599,170695,220887,173365,159213,249763,561883,413667,212570,187712,224782,251625,3000761
2019,博物館, -,市立天文科學教育館,臺北市,46631,54953,94230,81411,57611,57474,106838,112152,81632,77255,51425,57874,879486
2019,博物館, -,國父紀念館,臺北市,389490,332175,416210,439080,489900,437930,427510,410440,267845,360215,331495,413595,4715885
2019,博物館, -,國立中正紀念堂,臺北市,447921,465276,522040,505600,458051,394512,414638,434332,302383,450003,363845,449397,5207998
2019,博物館, -,臺北探索館,臺北市,29366,18645,14216,9868,15340,15143,17774,19330,16318,22672,30299,22489,231460
2019,博物館, -,坪林茶業博物館,新北市,7914,10030,9196,10709,13188,16036,13263,13240,13433,15338,13035,12370,147752
2019,博物館, -,新北市立鶯歌陶瓷博物館,新北市,35919,39627,44390,78160,46865,48769,69814,90039,66370,105922,55045,45469,726389
2019,博物館, -,新北市立十三行博物館,新北市,26202,39713,32391,38794,99058,73710,47183,52667,47284,75937,46223,38995,618157
2019,博物館, -,新北市黃金博物園區,新北市,151621,144291,160572,181059,150449,156185,174034,188849,140415,193432,167976,163568,1972451
2019,博物館, -,新北市客家文化園區,新北市,72394,71832,73528,69175,74337,84820,99027,129196,71809,79809,72843,83381,982151
2019,博物館, -,國立海洋科技博物館,基隆市,101869,127409,145033,162862,160322,239666,207519,302549,251664,244892,150480,114459,2208724
2019,博物館, -,陽明海洋文化藝術館,基隆市,974,904,947,1412,1001,894,1863,1351,1201,1546,1176,1069,14338
2019,博物館, -,木雕博物館,苗栗縣,3836,4853,4698,7147,7550,6396,6957,7672,5241,10860,5254,5256,75720
2019,博物館, -,國立自然科學博物館,臺中市,194702,200349,225758,225755,196237,230037,350911,312565,183641,199133,162462,168552,2650102
2019,博物館, -,國立臺灣美術館,臺中市,74603,60934,54279,61706,62876,66370,70711,66180,49595,61345,57814,49700,736113
2019,博物館, -,臺灣鹽博物館,臺南市,2764,7007,3023,2612,1698,3067,4633,3556,2058,2604,2605,1881,37508
2019,博物館, -,國立臺灣歷史博物館,臺南市,33908,37518,38731,33908,41013,40987,42444,39332,36131,62481,28653,33164,468270
2019,博物館, -,國立科學工藝博物館,高雄市,120874,134576,136778,173677,151420,198510,206476,246879,139872,290484,131846,127599,2058991
2019,博物館, -,高雄市立美術館,高雄市,50328,66188,70559,40898,48556,44852,49599,55336,37113,43001,44508,55105,606043
2019,博物館, -,高雄市立歷史博物館,高雄市,22685,33339,20736,23545,26260,28043,31162,32957,25823,24842,22608,30087,322087
2019,博物館, -,陽明高雄海洋探索館,高雄市,3317,3598,4048,4618,4366,2837,2736,1942,3222,3760,0,0,34444
2019,博物館, -,國立臺灣史前文化博物館,臺東縣,12107,16467,11053,11172,9026,14462,32179,24465,10774,13683,12412,11737,179537
2019,博物館, -,卑南遺址公園,臺東縣,18491,20789,19201,18673,15143,14876,20775,18194,17504,20250,23559,23061,230516
2019,博物館, -,莒光樓,金門縣,32948,27504,42250,48006,61416,50979,48576,42461,32083,44252,42174,33597,506246
2019,博物館, -,嘉義市立博物館,嘉義市,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,博物館, -,美濃客家文物館,高雄市,7370,13165,8488,8211,5676,7010,6407,4616,6066,14594,13481,10310,105394
2019,博物館, -,台北當代藝術館,臺北市,14230,10494,23031,19933,51432,46863,26644,26451,21766,36076,41609,18852,337381
2019,博物館, -,朱銘美術館,新北市,964,7343,5453,7799,7557,8199,16155,14778,12948,11978,7462,8521,109157
2019,博物館, -,奇美博物館,臺南市,57471,97898,63937,73543,60293,65922,78885,83349,76029,77946,70435,122891,928599
2019,博物館, -,北投溫泉博物館,臺北市,37415,25183,30615,28633,30010,28274,30907,31433,43952,42903,43298,43945,416568
2019,博物館, -,台北故事館,臺北市,0,0,0,2205,2299,1850,2535,2806,2177,3102,3619,0,20593
2019,博物館, -,林本源園邸( 林家花園),新北市,21896,27972,21431,22678,22771,15519,13682,18087,15752,26286,28735,55693,290502
2019,博物館, -,三峽歷史文物館,新北市,4529,5003,5821,5556,4710,5260,5446,5065,4627,5566,3943,4009,59535
2019,博物館, -,凱達格蘭文化館,臺北市,23803,8385,5368,0,0,0,0,29569,34578,46960,53539,36577,238779
2019,博物館, -,國立臺灣博物館,臺北市,44396,38484,43946,43933,56831,53038,73372,68085,36149,43330,38821,40925,581310
2019,宗教場所, -,北港朝天宮,雲林縣,306700,3156000,243600,437500,178600,197200,187200,213400,224300,231000,218000,217600,5811100
2019,宗教場所, -,南鯤鯓代天府,臺南市,700500,905000,800000,762500,910000,790000,912000,570000,890100,901500,830000,825000,9796600
2019,宗教場所, -,麻豆代天府,臺南市,204658,568118,465681,397055,449996,395466,375693,281770,300554,255480,228100,217298,4139869
2019,宗教場所, -,中臺禪寺,南投縣,74051,88787,134339,133101,129263,106497,92228,70462,41660,42506,50436,44609,1007939
2019,宗教場所, -,佛光山,高雄市,458009,2363018,792975,661520,628630,565544,553048,528629,431874,497708,824353,696649,9001957
2019,宗教場所, -,萬和宮,臺中市,26960,51080,22100,28600,21300,21950,24090,13500,26300,26300,22200,21800,306180
2019,宗教場所, -,大甲鎮瀾宮,臺中市,140500,71500,72000,118000,69500,60000,71500,52000,74500,62000,67400,65000,923900
2019,宗教場所, -,清水祖師廟,新北市,1695,3982,1126,1855,1363,1081,1146,629,1150,1547,1420,1142,18136
2019,宗教場所, -,法鼓山世界佛教教育園區,新北市,14186,55780,19135,18906,16513,9928,14419,12844,12814,14498,25405,11928,226356
2019,宗教場所, -,鹿港龍山寺,彰化縣,94810,230750,173640,138890,150640,152480,203976,125310,168580,194526,145760,158960,1938322
2019,其他, -,花蓮海洋公園,花蓮縣,25100,60883,34841,41505,23646,41914,76381,60603,39399,48636,33548,31480,517936
2019,其他, -,原生應用植物園,臺東縣,10066,11017,12193,10760,10967,11245,17650,13106,11926,14346,14143,12566,149985
2019,其他, -,布農部落,臺東縣,7639,9370,8486,6379,6150,6659,11260,7926,6998,7127,6508,6139,90641
2019,其他, -,花蓮觀光糖廠,花蓮縣,27188,67619,38609,46225,30955,44441,59587,58828,39977,39192,28736,23687,505044
2019,其他, -,立川漁場,花蓮縣,15940,21285,24600,27899,26145,31259,38800,33500,28037,40200,26690,25300,339655
2019,其他, -,九族文化村,南投縣,42934,144130,117395,87460,62756,50233,79171,70146,75740,79371,95653,73313,978302
2019,其他, -,國民革命忠烈祠,臺北市,127997,128800,156837,137043,134097,117954,130217,138062,109130,150100,155533,152725,1638495
2019,其他, -,國立臺灣藝術教育館,臺北市,31653,25186,23877,36932,21640,24520,34826,30664,23137,25060,29365,21735,328595
2019,其他, -,市立動物園,臺北市,244659,362155,298585,321794,216501,151763,294727,304173,201374,382891,345189,308949,3432760
2019,其他, -,士林官邸公園,臺北市,139202,525045,256043,381400,166076,108956,90077,94659,60445,112863,468831,411415,2815012
2019,其他, -,臺北自來水園區,臺北市,59897,77522,81877,102948,115365,153826,162691,137123,93924,114759,100911,139645,1340488
2019,其他, -,十分瀑布,新北市,244000,327000,245000,242000,187700,214600,233000,222500,224500,235000,226000,200000,2801300
2019,其他, -,十分旅遊服務中心,新北市,392000,621000,453900,390000,300800,292200,386000,290000,275500,301000,255900,254500,4212800
2019,其他, -,淡水漁人碼頭,新北市,248687,248687,298332,301004,291418,283490,289828,309571,262282,302831,294193,295381,3425704
2019,其他, -,猴硐煤礦博物園區,新北市,88400,128600,70200,90600,83050,88550,89000,96500,67600,85000,73500,81900,1042900
2019,其他, -,水湳洞遊客中心,新北市,49300,57400,43550,54300,51550,54350,84000,94000,66000,81700,72000,80500,788650
2019,其他, -,蘇澳冷泉,宜蘭縣,139,244,463,1514,1474,9129,47560,40080,11117,4550,347,232,116849
2019,其他, -,國立傳統藝術中心,宜蘭縣,61288,141033,81888,77572,69041,82703,125960,111930,67638,90353,85374,85809,1080589
2019,其他, -,蘭陽博物園區,宜蘭縣,32877,37876,40780,48108,43713,62419,101502,99896,55146,69971,67835,57597,717720
2019,其他, -,慈湖,桃園市,55000,60880,63442,71290,63198,58894,59816,56465,41400,55127,51224,45677,682413
2019,其他, -,大坑登山步道,臺中市,171649,173399,165855,173328,196896,255530,484797,278966,248767,240085,200875,306805,2896952
2019,其他, -,福壽山農場,臺中市,10928,25887,15942,9645,7577,11849,19427,10716,14437,32453,73125,30094,262080
2019,其他, -,后里馬場,臺中市,770964,820243,563023,588233,0,0,0,0,0,0,0,0,2742463
2019,其他, -,梧棲觀光漁港,臺中市,159115,166260,138806,133209,130285,147920,133252,170540,199525,200436,172763,155038,1907149
2019,其他, -,臺中都會公園,臺中市,26688,32632,28412,37031,35781,34233,29639,21406,38016,46467,47678,30713,408696
2019,其他, -,草悟道,臺中市,449014,478855,458274,492889,514243,577038,620464,531177,569437,580847,625952,693255,6591445
2019,其他, -,東豐自行車綠廊及后豐鐵馬道,臺中市,637767,1001442,790710,774927,753053,756068,835254,651957,824909,974347,951103,981977,9933514
2019,其他, -,國立自然科學博物館鳳凰谷鳥園生態園區,南投縣,8355,14550,10121,13003,9975,14126,15291,10560,11916,14785,12048,9382,144112
2019,其他, -,清境農場,南投縣,96069,140822,103609,102101,69933,95161,133219,101806,83626,118380,123630,128542,1296898
2019,其他, -,武陵農場,臺中市,29089,136131,49400,19930,11170,18717,29715,18109,18159,28769,50389,34202,443780
2019,其他, -,行政院農業委員會特有生物研究保育中心,南投縣,3153,2893,3747,4712,5239,3471,6079,4943,4147,8612,4597,2832,54425
2019,其他, -,竹山天梯風景區,南投縣,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,其他, -,天空之橋,南投縣,15006,28499,17067,16535,10784,12763,13516,11738,14696,19004,17229,15126,191963
2019,其他, -,尖山埤江南渡假村,臺南市,18961,27071,23546,28142,23706,18759,18624,12720,26918,29865,30130,26107,284549
2019,其他, -,烏樹林休閒園區,臺南市,5302,9436,8689,7254,6701,5261,4284,3391,6208,7099,7870,6224,77719
2019,其他, -,壽山動物園,高雄市,58849,86018,67068,65690,39117,47847,38343,34480,50902,69605,57244,45495,660658
2019,其他, -,打狗英國領事館文化園區,高雄市,39148,46429,46189,48013,44986,34806,39675,37637,19541,23535,24861,28696,433516
2019,其他, -,蓮池潭,高雄市,380722,506988,417607,390800,367235,368544,370403,370651,370752,1096208,368227,392163,5400300
2019,其他, -,高雄市文化中心,高雄市,184548,216490,173152,162016,157942,120171,111498,97306,122821,173865,160203,137333,1817345
2019,其他, -,世運主場館,高雄市,93291,110230,98751,81692,27739,34400,12954,27714,51229,55699,48862,78402,720963
2019,其他, -,旗津風景區,高雄市,696788,765423,593836,478102,394415,400651,860933,354040,383953,418384,611582,751872,6709979
2019,其他, -,台東海洋夢想館,臺東縣,733,1636,816,854,742,805,0,0,0,0,0,0,5586
2019,其他, -,慶修院,花蓮縣,12686,27485,17138,15997,12831,17543,26729,18479,15182,21963,16218,12975,215226
2019,其他, -,花蓮縣石雕博物館,花蓮縣,4124,2545,3729,3645,4714,4748,4769,5353,2777,7010,7603,5627,56644
2019,其他, -,澄清湖,高雄市,140799,142710,122933,125806,122674,101891,84352,72536,92078,115889,94106,108713,1324487
2019,其他, -,新竹漁港,新竹市,234473,236518,143985,291040,335523,357741,259493,377264,395835,385081,411435,341218,3769606
2019,其他, -,林口三井Outlet,新北市,700561,822104,778511,755448,767853,842705,835028,859684,756863,742913,779636,895216,9536522
2019,其他, -,草嶺,雲林縣,52000,108000,43000,46000,43200,46000,46100,48800,51000,57600,58600,58000,658300
2019,其他, -,墾丁海水浴場,屏東縣,18752,20775,21859,20194,20637,23703,22079,22052,20674,21946,19391,17573,249635
2019,其他, -,關渡自然公園,臺北市,7912,5969,9504,11062,8813,7702,7145,6459,10135,18101,16665,12087,121554
