縣市,鄉鎮市區,儲匯局號,局名,聯絡電話,郵局地址,經度,緯度,ATM,具存款,具補摺,自動補摺機,提領200元,具視障語音,是否為局外ATM,縣市排序代號
高雄市,六龜區,010144-6,六龜寶來郵局,(07)6881-420,高雄市六龜區寶來街18-1號,120.699379,23.107745,O,,O,O,,,局內,160
高雄市,左營區,,大順工商大樓--大門旁,(07)251-3473,大順一路91號,120.309444,22.656388,O,,,O,,,局外,160
高雄市,左營區,,左營海軍新訓中心--值日官室內庫房,(07)581-0018,介壽路1號,120.287222,22.684722,O,,,O,,,局外,160
高雄市,左營區,,海軍256戰隊--大門入口內值日官室旁,(07)581-0018,左營基地,120.283441,22.67247,O,,,O,,,局外,160
高雄市,左營區,,海軍左營後勤支援指揮部--大門入口警衛室旁,(07)581-0018,左營基地,120.283333,22.681388,O,,O,O,,,局外,160
高雄市,左營區,,海軍技術學校航事部--大門值日官室旁,(07)581-0018,左營基地,120.283441,22.67247,O,,,O,,,局外,160
高雄市,左營區,,海軍軍官學校--福利社旁,(07)581-0018,軍校路669號,120.293333,22.709722,O,,,O,,,局外,160
高雄市,左營區,,海軍軍區戰系工廠--大門警衛室旁,(07)581-0018,介壽路,120.283333,22.681388,O,,O,O,,,局外,160
高雄市,左營區,,海軍陸戰隊指揮部--大門會客室旁,(07)581-0018,先鋒路9號,120.282645,22.672406,O,,,O,,,局外,160
高雄市,左營區,,臺灣鐵路局新左營站--2樓候車室,(07)581-0018,站前北路1號,120.283441,22.67247,O,,O,O,,O,局外,160
高雄市,左營區,004101-5,左營華夏路郵局,(07)341-5636,高雄市左營區華夏路390號,120.29867,22.673093,O,O,O,O,,,局內,160
高雄市,左營區,004107-7,左營郵局,(07)581-0018,高雄市左營區實踐路43號,120.293529,22.69017,O,O,O,O,,,局內,160
高雄市,左營區,004113-7,左營南站郵局,(07)581-3816,高雄市左營區左營大路75號,120.288149,22.682146,O,,O,O,,,局內,160
高雄市,左營區,004114-1,左營果貿郵局,(07)582-0716,高雄市左營區翠峰路2號,120.289979,22.671351,O,O,O,O,,,局內,160
高雄市,左營區,004155-2,左營新莊仔郵局,(07)557-7411,高雄市左營區富民路356號,120.305293,22.664951,O,O,O,O,,,局內,160
高雄市,左營區,004174-8,左營榮總郵局,(07)3455-239,高雄市左營區大中一路386號(榮總高雄分院內),120.322726,22.678414,O,,O,O,,O,局內,160
高雄市,左營區,004188-7,左營菜公郵局,(07)3455-598,高雄市左營區博愛三路520、522、524、526號,120.308937,22.679508,O,O,O,O,,,局內,160
高雄市,左營區,004189-1,左營福山郵局,(07)3598-435,高雄市左營區自由四路332號,120.316799,22.685092,O,O,O,O,,,局內,160
高雄市,左營區,004192-0,高雄郵件中心郵局,(07)3109-655,高雄市左營區民族一路853號,120.31832899999999,22.677494000000003,O,O,O,O,,,局內,160
高雄市,永安區,010154-1,永安郵局,(07)6912-285,高雄市永安區永華里永華路15號,120.225639,22.817246,O,,O,O,,,局內,160
高雄市,永安區,010161-4,永安竹仔港郵局,(07)6214-448,高雄市永安區永工二路1號(永安工業區內),120.251909,22.808737,O,,O,O,,,局內,160
高雄市,田寮區,010156-8,田寮郵局,(07)6361-675,高雄市田寮區南安里崗北路61號,120.359844,22.872648,O,,O,O,,,局內,160
高雄市,甲仙區,010140-1,甲仙郵局,(07)6751-042,高雄市甲仙區林森路42號,120.589057,23.08296,O,,O,O,,,局內,160
高雄市,杉林區,010136-9,杉林郵局,(07)6771-163,高雄市杉林區上平里山仙路26號,120.540652,22.972956,O,,O,O,,,局內,160
高雄市,那瑪夏區,,那瑪夏郵局舊局址,(07)661-2788,平和巷164號,120.696073,23.238438,O,,,O,,,局外,160
高雄市,那瑪夏區,010141-5,那瑪夏郵局,(07)6701-138,高雄市那瑪夏區達卡努瓦里大光巷230號,120.720234,23.277125,O,,O,O,,,局內,160
高雄市,岡山區,,岡山高中--守衛室旁,(07)621-2461,公園路52號,120.291944,22.797777,O,,O,O,,,局外,160
高雄市,岡山區,,空軍官校郵局舊局址,(07)621-2461,介壽西路198號,120.278127,22.784563,O,,O,O,,,局外,160
高雄市,岡山區,,保五總隊--大門內左側,(07)621-2461,岡燕路375號,120.306111,22.791944,O,,O,O,,,局外,160
高雄市,岡山區,,保五總隊--大門外左側,(07)621-2461,岡燕路375號,120.306111,22.791944,O,,,O,,,局外,160
高雄市,岡山區,,國軍高雄總醫院岡山分院--大門旁,(07)621-2461,大義二路1號,120.301704,22.803889,O,,O,O,,O,局外,160
高雄市,岡山區,,臺灣福興工業公司--守衛室左側,(07)621-2461,本洲路55-10號,120.263611,22.806944,O,,O,O,,,局外,160
高雄市,岡山區,010145-0,岡山郵局,(07)6212-461,高雄市岡山區民有路68號,120.296342,22.792177,O,O,O,O,,,局內,160
高雄市,岡山區,010146-3,空軍通校郵局,(07)6251-614,高雄市岡山區介壽西路198號〈空軍航空技術學院內〉　,120.278131,22.784618,O,,O,O,,,局內,160
高雄市,岡山區,010149-4,空軍機校郵局,(07)6258-391,高雄市岡山區巨輪路2號〈空軍航空技術學院內〉,120.279612,22.797594,O,,O,O,,,局內,160
高雄市,岡山區,010158-5,岡山平和路郵局,(07)6212-584,高雄市岡山區平和路65號,120.2948,22.794367,O,O,O,O,,,局內,160
高雄市,岡山區,010159-9,岡山仁壽路郵局,(07)6254-554,高雄市岡山區仁壽路215號,120.28578,22.785854,O,O,O,O,,,局內,160
高雄市,岡山區,010160-1,岡山五甲尾郵局,(07)6227-841,高雄市岡山區嘉興路255號,120.303581,22.821822,O,,O,O,,,局內,160
高雄市,岡山區,010168-0,岡山大仁郵局,(07)6243-043,高雄市岡山區大仁路89號,120.301609,22.805467,O,,O,O,,,局內,160
高雄市,林園區,,中油公司林園廠--守衛室旁,(07)641-0828,石化二路3號,120.407444,22.496282,O,,,O,,,局外,160
高雄市,林園區,,林園高中--大門守衛室旁,(07)641-0828,林園北路481號,120.396111,22.505277,O,,O,O,,,局外,160
高雄市,林園區,,高雄市警察局林園分局--大門右側,(07)641-0828,林園北路201號,120.396111,22.505277,O,,,O,,,局外,160
高雄市,林園區,,臺塑公司林園廠--守衛室旁,(07)641-0828,石化一路1號,120.410588,22.507191,O,,,O,,,局外,160
高雄市,林園區,,臺灣苯乙烯公司--辦公大樓斜對面,(07)641-0828,工業一路7號,120.384533,22.517326,O,,,O,,,局外,160
高雄市,林園區,010124-7,林園郵局,(07)6410-828,高雄市林園區東林里鳳林路1段176號,120.397326,22.50565,O,,O,O,,,局內,160
高雄市,林園區,010125-1,林園三庄郵局,(07)6411-223,高雄市林園區林內里林內路153號,120.401234,22.53519,O,O,O,O,,,局內,160
高雄市,林園區,010126-4,林園福興郵局,(07)6431-863,高雄市林園區東林里福興街104號,120.39469,22.505129,O,O,O,O,,,局內,160
高雄市,阿蓮區,010157-1,阿蓮郵局,(07)6312-140,高雄市阿蓮區清蓮里民生路101號,120.326905,22.883159,O,O,O,O,,,局內,160
高雄市,前金區,004110-6,前金郵局,(07)285-5808,高雄市前金區六合二路147號,120.296076,22.631011,O,O,O,O,,O,局內,160
高雄市,前金區,004116-8,高雄社東郵局,(07)281-5201,高雄市前金區自強二路104之1號,120.295049,22.626285,O,O,O,O,,,局內,160
高雄市,前金區,004176-5,高雄地方法院郵局,(07)2168-291,高雄市前金區市中一路171號(高雄地院內),120.290359,22.626309,O,,,O,,,局內,160
高雄市,前鎮區,,中國鋼鐵公司-新總部大樓1樓營業大廳右側,(07)251-3473,成功2路88號,120.315844,22.597049,O,,O,O,,,局外,160
高雄市,前鎮區,,中華民國經貿中心大樓--大門旁,(07)251-3473,中山二路91號,120.306111,22.609444,O,,,O,,,局外,160
高雄市,前鎮區,,高雄加工區女子宿舍--大門左後方,(07)251-3473,擴建路1-4號,120.30636,22.589462,O,,,O,,,局外,160
高雄市,前鎮區,,新高營區指揮部--大門旁,(07)251-3473,光華二路51號,120.315324,22.614806,O,,,O,,,局外,160
高雄市,前鎮區,,夢時代購物中心--4樓蛋型廣場天橋邊,(07)251-3473,中華五路789號4樓,120.308888,22.595277,O,,,O,,,局外,160
高雄市,前鎮區,004118-5,前鎮郵局,(07)821-4865,高雄市前鎮區前鎮街92號,120.306298,22.588881,O,O,O,O,,,局內,160
高雄市,前鎮區,004121-4,高雄廣澤郵局,(07)333-3961,高雄市前鎮區三多三路139號,120.310576,22.615817,O,O,O,O,,,局內,160
高雄市,前鎮區,004126-2,前鎮加工區郵局,(07)821-8017,高雄市前鎮區中四路1號(前鎮加工區內),120.291257,22.601249,O,,O,O,,,局內,160
高雄市,前鎮區,004136-7,高雄西甲郵局,(07)334-3490,高雄市前鎮區復興三路94號,120.309957,22.609671,O,O,,O,,,局內,160
高雄市,前鎮區,004138-4,高雄草衙郵局,(07)821-2582,高雄市前鎮區草衙一路78、80號,120.322524,22.583594,O,O,O,O,,,局內,160
高雄市,前鎮區,004139-8,高雄籬仔內郵局,(07)725-3095,高雄市前鎮區瑞隆路482號,120.328816,22.605429,O,O,O,O,,,局內,160
高雄市,前鎮區,004144-4,高雄佛公郵局,(07)831-6006,高雄市前鎮區后安路147號,120.322705,22.573539,O,O,O,O,,,局內,160
高雄市,前鎮區,004158-3,高雄英德街郵局,(07)771-5893,高雄市前鎮區英德街149號,120.321469,22.613927,O,O,O,O,,,局內,160
高雄市,前鎮區,004184-2,高雄崗山仔郵局,(07)7224-150,高雄市前鎮區瑞北路39號,120.334949,22.609117,O,O,O,O,,,局內,160
高雄市,前鎮區,004194-7,高雄君毅郵局,(07)5373-542,高雄市前鎮區中華五路963號,120.306329,22.601498,O,O,O,O,,,局內,160
高雄市,美濃區,010138-6,美濃郵局,(07)6812-158,高雄市美濃區中正路1段39號,120.541815,22.900645,O,O,O,O,,,局內,160
高雄市,美濃區,010139-0,美濃中壇郵局,(07)6813-014,高雄市美濃區中興路1段788號,120.531591,22.886653,O,,O,O,,,局內,160
高雄市,茄萣區,,海巡署興達港海巡基地--A棟大樓1樓左側化妝室前,(07)621-2461,正遠路1號,120.198233,22.884409,O,,,O,,,局外,160
高雄市,茄萣區,010164-5,茄萣郵局,(07)6900-206,高雄市茄萣區進學路158號,120.186967,22.903998999999995,O,O,O,O,,,局內,160
高雄市,茂林區,007129-2,茂林郵局,(07)6801-156,高雄市茂林區茂林里8-3號,120.664462,22.886564,O,,O,O,,,局內,160
高雄市,苓雅區,,大仁國中--大門旁,(07)251-3473,建國一路148號,120.329722,22.633055,O,,O,O,,,局外,160
高雄市,苓雅區,,高雄文化中心--雅軒展覽館側邊,(07)251-3473,五福一路67號,120.317222,22.628333,O,,,O,,,局外,160
高雄市,苓雅區,,高雄師範大學--大門旁,(07)251-3473,和平一路116號,120.319936,22.626629,O,,O,O,,O,局外,160
高雄市,苓雅區,,資電二大隊--大門圍牆邊,(07)251-3473,建國一路2號,120.301056,22.613237,O,,O,O,,,局外,160
高雄市,苓雅區,004102-9,苓雅郵局,(07)333-0818,高雄市苓雅區成功一路134號,120.297704,22.614658,O,,O,O,,,局內,160
高雄市,苓雅區,004119-9,高雄市府郵局,(07)331-8950,高雄市苓雅區四維三路2號(市政大樓1樓),120.311829,22.621206,O,,O,O,,,局內,160
高雄市,苓雅區,004130-5,高雄師大郵局,(07)751-1343,高雄市苓雅區和平一路116號(高雄師範大學內),120.316223,22.622847,O,,O,O,,,局內,160
高雄市,苓雅區,004133-6,高雄五塊厝郵局,(07)761-4810,高雄市苓雅區三多一路237號,120.330419,22.622269,O,O,O,O,,,局內,160
高雄市,苓雅區,004140-0,高雄正言郵局,(07)751-8290,高雄市苓雅區中正一路322、324號,120.326759,22.62982,O,O,O,O,,,局內,160
高雄市,苓雅區,004142-7,高雄林華郵局,(07)761-8875,高雄市苓雅區三多二路249號,120.320803,22.619106,O,O,O,O,,,局內,160
高雄市,苓雅區,004160-9,高雄武廟郵局,(07)723-3650,高雄市苓雅區武廟路83號,120.329787,22.630508,O,O,O,O,,,局內,160
高雄市,苓雅區,004164-3,高雄文化中心郵局,(07)715-2673,高雄市苓雅區光華一路148-30號,120.316223,22.622847,O,O,O,O,,,局內,160
高雄市,桃源區,010143-2,桃源郵局,(07)6861-141,高雄市桃源區桃源里南進巷182號,120.764019,23.158798,O,,O,O,,,局內,160
高雄市,梓官區,010153-7,梓官郵局,(07)6172-484,高雄市梓官區梓義里中崙路260號,120.268656,22.761129,O,O,O,O,,,局內,160
高雄市,梓官區,010155-4,梓官蚵子寮郵局,(07)6101-014,高雄市梓官區港九街68號,120.255557,22.728346,O,O,O,O,,,局內,160
高雄市,鳥松區,,長庚醫院--宿舍入口旁值班室後,(07)746-2446轉223,大埤路123-1號,120.356029,22.649847,O,,O,O,,,局外,160
高雄市,鳥松區,,長庚醫院--復建大樓大廳電梯旁,(07)733-2527,大埤路127號,120.354108,22.649631,O,,O,O,,,局外,160
高雄市,鳥松區,,長庚醫院--醫學大樓大門左邊,(07)733-2527,大埤路123號,120.356029,22.649847,O,,O,O,,O,局外,160
高雄市,鳥松區,,圓山大飯店--一樓營業廳男廁前方,((07))746-2446轉223,圓山路2號,120.354719,22.673003,O,,,O,,,局外,160
高雄市,鳥松區,010102-1,鳥松郵局,(07)7321-811,高雄市鳥松區中正路311號,120.363574,22.66174,O,O,O,O,,,局內,160
高雄市,鳥松區,010118-7,鳥松仁美郵局,(07)7311-412,高雄市鳥松區學堂路89號,120.39226,22.658301,O,O,O,O,,,局內,160
高雄市,鳥松區,010127-8,鳥松長庚醫院郵局,(07)7332-527,高雄市鳥松區鳥松里大埤路125號(長庚兒童醫院內),120.354273,22.649442,O,O,O,O,,,局內,160
高雄市,湖內區,010162-8,湖內郵局,(07)6993-057,高雄市湖內區中正路2段13號,120.214816,22.908434,O,O,O,O,,,局內,160
高雄市,湖內區,010163-1,湖內大湖郵局,(07)6933-246,高雄市湖內區大湖里民權路243號,120.242027,22.892511,O,,O,O,,,局內,160
高雄市,新興區,004100-1,新興郵局,(07)251-3473,高雄市新興區中正三路177、179號,120.303875,22.631026,O,O,O,O,O,,局內,160
高雄市,新興區,004127-6,高雄青年郵局,(07)282-7498,高雄市新興區復興二路171號,120.3083,22.625092,O,O,O,O,,,局內,160
高雄市,新興區,004141-3,高雄順昌郵局,(07)222-3287,高雄市新興區七賢一路104、106號,120.314234,22.633962,O,O,O,O,,,局內,160
高雄市,新興區,004169-1,高雄新田郵局,(07)215-8772,高雄市新興區新田路133號,120.303871,22.622213,O,O,O,O,,,局內,160
高雄市,楠梓區,,高雄大學--工學院大樓1樓109室旁,(07)581-0018,高雄大學路700號,120.283055,22.733888,O,,O,O,,,局外,160
高雄市,楠梓區,,高雄第一科技大學--女生宿舍門內左側,(07)621-2461,卓越路2號,120.329338,22.751837,O,,O,O,,O,局外,160
高雄市,楠梓區,,臺灣高雄少年及家事法院少年法庭--庭內法警室斜對面,(07)351-1348,興楠路182號,120.335398,22.731114,O,,,O,,,局外,160
高雄市,楠梓區,004106-3,楠梓郵局,(07)351-1744,高雄市楠梓區楠梓新路247號,120.325811,22.728343,O,O,,O,,,局內,160
高雄市,楠梓區,004125-9,楠梓莒光郵局,(07)361-2330,高雄市楠梓區新昌街53、55號,120.298785,22.709847,O,O,O,O,,,局內,160
高雄市,楠梓區,004135-3,楠梓藍田郵局,(07)364-6624,高雄市楠梓區藍田里藍昌路430號,120.292216,22.730362,O,O,O,O,,O,局內,160
高雄市,楠梓區,004143-1,楠梓右昌郵局,(07)361-4445,高雄市楠梓區右昌街347號,120.288851,22.714648,O,O,O,O,,,局內,160
高雄市,楠梓區,004157-0,海軍官校郵局,(07)582-7759,高雄市楠梓區軍校路669號,120.292333,22.704633,O,O,O,O,,,局內,160
高雄市,楠梓區,004166-1,楠梓後勁郵局,(07)361-3972,高雄市楠梓區後昌路128號,120.310237,22.718147,O,O,O,O,,,局內,160
高雄市,楠梓區,004170-3,楠梓亞洲城郵局,(07)363-9199,高雄市楠梓區壽民路222號,120.296554,22.71634,O,O,O,O,,,局內,160
高雄市,楠梓區,004183-9,楠梓建楠郵局,(07)3523-590,高雄市楠梓區建楠路3號,120.329876,22.727282,O,,O,O,,,局內,160
高雄市,楠梓區,004191-6,高雄高等行政法院郵局,(07)3550-418,高雄市楠梓區興楠路180號,120.335791,22.731414,O,,,O,,,局內,160
高雄市,楠梓區,004193-3,楠梓翠屏郵局,(07)3603-893,高雄市楠梓區德祥路129、131號,120.31009,22.726945,O,O,O,O,,,局內,160
高雄市,楠梓區,004264-9,楠梓加工區郵局,(07)361-9568,高雄市楠梓區加昌路600-11號,120.305135,22.71992,O,O,O,O,,,局內,160
高雄市,路竹區,,路竹高中--大門守衛室旁,(07)621-2461,中華路292號,120.256944,22.857222,O,,,O,,,局外,160
高雄市,路竹區,,路竹區公所--大門左側,(07)621-2461,國昌路76號,120.258888,22.854444,O,,O,O,,,局外,160
高雄市,路竹區,010165-9,路竹郵局,(07)6968-012,高雄市路竹區中興路11號,120.260897,22.860901,O,O,O,O,,,局內,160
高雄市,路竹區,010166-2,路竹竹南郵局,(07)6962-804,高雄市路竹區中山路1097號,120.261,22.856423,O,O,O,O,,,局內,160
高雄市,路竹區,010167-6,路竹一甲郵局,(07)6966-896,高雄市路竹區大智路60號,120.270535,22.873971,O,,O,O,,,局內,160
高雄市,鼓山區,,中山大學--理工學院長廊,(07)251-3473,蓮海路70號,120.266007,22.626428,O,,,O,,,局外,160
高雄市,鼓山區,,高雄市立美術館--展場前廳右側展售部內,(07)251-3473,美術館路80號,120.288333,22.664999,O,,,O,,,局外,160
高雄市,鼓山區,004109-4,鼓山郵局,(07)551-6044,高雄市鼓山區臨海二路17號,120.273815,22.621805,O,O,O,O,,,局內,160
高雄市,鼓山區,004111-0,高雄內惟郵局,(07)561-3543,高雄市鼓山區九如四路1020、1022號,120.279272,22.655576,O,O,O,O,,,局內,160
高雄市,鼓山區,004120-1,高雄鼓岩郵局,(07)561-4812,高雄市鼓山區鼓山二路166-12、13號,120.280834,22.637285,O,,O,O,,,局內,160
高雄市,鼓山區,004146-1,高雄前峰郵局,(07)581-8612,高雄市鼓山區九如四路2008、2010號,120.286245,22.668007,O,,O,O,,,局內,160
高雄市,鼓山區,004159-7,中山大學郵局,(07)525-0829,高雄市鼓山區蓮海路70號(西子灣國立中山大學內),120.265359,22.628043,O,,O,O,,O,局內,160
高雄市,鼓山區,004165-7,高雄民強郵局,(07)561-5354,高雄市鼓山區九如四路636、638號,120.279255,22.648974,O,,O,O,,,局內,160
高雄市,鼓山區,004168-8,高雄瑞豐郵局,(07)552-9669,高雄市鼓山區中華一路316之3號,120.291959,22.664833,O,,O,O,,,局內,160
高雄市,鼓山區,004173-4,高雄高分院郵局,(07)5535-869,高雄市鼓山區明誠三路586號(高等法院高雄分院內),120.298847,22.661761,O,,O,O,,,局內,160
高雄市,鼓山區,004182-5,高雄凹仔底郵局,(07)5527-141,高雄市鼓山區明華路317號1樓,120.301388,22.663333,O,O,O,O,,,局內,160
高雄市,旗山區,,泰山營區--會客室內,(07)661-2788,園富里泰山路1號,120.483467,22.888828,O,,,O,,,局外,160
高雄市,旗山區,,旗山醫院--大廳右側藥局旁,(07)661-2788,中學路60號,120.481388,22.881666,O,,O,O,,O,局外,160
高雄市,旗山區,010131-1,旗山郵局,(07)6612-788,高雄市旗山區延平一路690號,120.482971,22.883958,O,O,O,O,,,局內,160
高雄市,旗山區,010132-4,旗山旗尾郵局,(07)6614-790,高雄市旗山區延平二路8、10號,120.492536,22.881781,O,,O,O,,,局內,160
高雄市,旗山區,010133-8,旗山大洲郵局,(07)6661-005,高雄市旗山區旗南二路192-1號,120.463752,22.842494,O,,O,O,,,局內,160
高雄市,旗山區,010134-1,旗山圓潭郵局,(07)6691-450,高雄市旗山區旗甲路2段354號,120.497516,22.9225,O,,O,O,,,局內,160
高雄市,旗山區,010137-2,旗山四保郵局,(07)6613-838,高雄市旗山區中山路242號,120.481258,22.891764,O,,O,O,,,局內,160
高雄市,旗津區,,旗津營區--萊爾富超商旁健身中心內,(07)571-3751,中洲三路480號,120.273333,22.607222,O,,,O,,,局外,160
高雄市,旗津區,004103-2,旗津郵局,(07)571-3751,高雄市旗津區中洲三路817號,120.26939,22.612494,O,O,O,O,,,局內,160
高雄市,旗津區,004177-9,高雄中洲郵局,(07)5718-784,高雄市旗津區旗津二路243號,120.295721,22.576297,O,,O,O,,,局內,160
高雄市,鳳山區,,市立鳳山醫院--候診大廳邊,(07)746-2446轉223,經武路42號,120.363086,22.628564,O,,,O,,O,局外,160
高雄市,鳳山區,,步兵學校--教勤營營站宿舍走道旁,(07)746-2446轉223,鳳頂路1000號,120.359444,22.586944,O,,,O,,,局外,160
高雄市,鳳山區,,高雄市議會--駐衛警大門值班室旁,(07)746-2446轉223,國泰路2段156號,120.347499,22.621111,O,,,O,,,局外,160
高雄市,鳳山區,,高雄區監理所--大門旁,(07)746-2446轉223,武營路361號,120.336944,22.612222,O,,,O,,,局外,160
高雄市,鳳山區,,陸軍官校北營區--男生宿舍走道旁,(07)746-2446轉223,維武路1號,120.365618,22.619169,O,,O,O,,,局外,160
高雄市,鳳山區,,陸軍官校南營區--女生宿舍入口旁,(07)746-2446轉223,黃埔路1號,120.365084,22.620912,O,,,O,,,局外,160
高雄市,鳳山區,010100-3,鳳山郵局,(07)7462-446-602、603,高雄市鳳山區中山東路86-2號,120.371928,22.624332,O,O,O,O,O,,局內,160
高雄市,鳳山區,010101-7,陸軍官校郵局,(07)7414-947,高雄市鳳山區維武路1號(陸軍官校內),120.36577199999999,22.618772,,,,O,,,局內,160
高雄市,鳳山區,010103-4,澄清湖郵局,(07)767-0929,高雄市鳳山區青年路2段634、636號,120.347825,22.647144,O,,O,O,,,局內,160
高雄市,鳳山區,010105-1,鳳山行政中心郵局,(07)7420-218,高雄市鳳山區光復路2段132號(高雄市政府鳳山行政中心內),120.343674,22.629832,O,,O,O,,,局內,160
高雄市,鳳山區,010106-5,鳳山文山郵局,(07)7768-544,高雄市鳳山區文衡路236號,120.35629,22.638328,O,O,O,O,,,局內,160
高雄市,鳳山區,010108-2,鳳山大東郵局,(07)7466-936,高雄市鳳山區大東一路122、124號,120.360987,22.621967,O,,O,O,,,局內,160
高雄市,鳳山區,010109-6,鳳山五甲郵局,(07)8317-414,高雄市鳳山區五甲三路45號,120.327234,22.5925,O,O,O,O,,,局內,160
高雄市,鳳山區,010113-9,鳳山一甲郵局,(07)7111-930,高雄市鳳山區五甲二路87、89、91號,120.341808,22.602053,O,O,O,O,,,局內,160
高雄市,鳳山區,010114-2,鳳山鳳松路郵局,(07)7425-490,高雄市鳳山區鳳松路11號,120.360933,22.632415,O,,O,O,,,局內,160
高雄市,鳳山區,010116-0,鳳山新甲郵局,(07)7660-079,高雄市鳳山區大明路39、41號,120.341706,22.607622,O,O,O,O,,,局內,160
高雄市,鳳山區,010119-1,鳳山新富郵局,(07)7632-485,高雄市鳳山區新富路391號,120.348661,22.616275,O,O,O,O,,,局內,160
高雄市,鳳山區,010123-3,鳳山三民路郵局,(07)7458-617,高雄市鳳山區三民路289號,120.357962,22.6256,O,O,O,O,,,局內,160
高雄市,鳳山區,010128-1,鳳山中崙郵局,(07)7536-919,高雄市鳳山區中崙路576號,120.351262,22.602133,O,,O,O,,,局內,160
高雄市,鳳山區,010129-5,鳳山過埤郵局,(07)7921-753,高雄市鳳山區過勇路156、158號,120.362892,22.588662,O,O,O,O,,,局內,160
高雄市,鳳山區,010130-7,鳳山鎮北郵局,(07)7901-455,高雄市鳳山區經武路166、168號,120.364178,22.635954,O,,O,O,,,局內,160
高雄市,橋頭區,,橋頭地方法院檢察署--法警室旁,(07)621-2461,經武路868號,120.304524,22.739262,O,O,,O,,,局外,160
高雄市,橋頭區,004263-5,橋頭新市鎮郵局,(07)612-1015,高雄市橋頭區經武路911號,120.305154,22.738276,O,,O,O,,,局內,160
高雄市,橋頭區,010148-1,橋頭郵局,(07)6121-967,高雄市橋頭區橋頭里橋頭路113號,120.311228,22.757741,O,O,,O,,,局內,160
高雄市,燕巢區,,中國鋼鐵結構公司燕巢廠區--警衛室後方,(07)621-2461,中興路500號,120.360654,22.779281,O,,,O,,,局外,160
高雄市,燕巢區,,岡山榮家--販賣部外右側,(07)621-2461,成功路1號,120.397256,22.784987,O,,,O,,,局外,160
高雄市,燕巢區,,高雄師範大學燕巢校區--行政大樓後右外側,(07)621-2461,深水路62號,120.410555,22.783888,O,,O,O,,,局外,160
高雄市,燕巢區,,高雄第二監獄--大門內側,(07)621-2461,正德新村1號,120.36219,22.788289,O,,,O,,,局外,160
高雄市,燕巢區,,高雄應用科技大學燕巢校區--館一大樓中庭螢幕牆前,(07)621-2461,深中路58號,120.351414,22.752483,O,,,O,,,局外,160
高雄市,燕巢區,,陸軍工兵學校--守衛室左側,(07)621-2461,阿公店水庫旁,120.364722,22.795,O,,,O,,,局外,160
高雄市,燕巢區,,義大醫院癌症中心--營業廳掛號台對面,(07)661-2788,義大路1號,120.364454,22.765458,O,,,O,,O,局外,160
高雄市,燕巢區,,樹德科技大學--管理大樓門內左側,(07)621-2461,橫山路59號,120.362217,22.812599,O,,O,O,,O,局外,160
高雄市,燕巢區,010104-8,燕巢義大醫院郵局,07-6154282,高雄市燕巢區義大路1號,120.364366,22.765969,O,,,O,,,局內,160
高雄市,燕巢區,010151-0,燕巢郵局,(07)6161-164,高雄市燕巢區南燕里中民路621號,120.3609,22.793204,O,O,O,O,,,局內,160
高雄市,燕巢區,010152-3,燕巢鳳山厝郵局,(07)6153-670,高雄市燕巢區鳳雄里鳳旗路39號,120.357087,22.755357,O,,O,O,,,局內,160
高雄市,彌陀區,010150-6,彌陀郵局,(07)6178-124,高雄市彌陀區彌陀里中正路7號,120.249766,22.779372,O,,O,O,,,局內,160
高雄市,鹽埕區,004105-0,鹽埕郵局,(07)551-4658,高雄市鹽埕區五福四路133號,120.284289,22.623054,O,,O,O,,,局內,160
高雄市,鹽埕區,004123-1,高雄府北郵局,(07)561-3431,高雄市鹽埕區七賢二路470號,120.284484,22.629574,O,O,O,O,,,局內,160
屏東縣,九如鄉,007131-8,九如郵局,(08)7392-914,屏東縣九如鄉東寧路190號,120.490581,22.733733,O,O,O,O,,,局內,180
屏東縣,三地門鄉,007112-2,三地門郵局,(08)7991-540,屏東縣三地門鄉三地村行政街3號,120.653329,22.714811,O,,O,O,,,局內,180
屏東縣,內埔鄉,,屏東科技大學--圖書館內左邊,(08)779-2054,老埤村學府路1號,120.609181,22.642613,O,,,O,,,局外,180
屏東縣,內埔鄉,,海軍陸戰隊新訓營區--大門右側,(08)779-2054,中勝路415號,120.593408,22.64635,O,,,O,,,局外,180
屏東縣,內埔鄉,,臺灣菸酒公司屏東酒廠--大門左側,(08)732-2587,建國路34號,120.593408,22.64635,O,,,O,,,局外,180
屏東縣,內埔鄉,007106-2,內埔水門郵局,(08)7991-145,屏東縣內埔鄉水門村成功路37號,120.645563,22.709678,O,,O,O,,,局內,180
屏東縣,內埔鄉,007133-5,內埔郵局,(08)7792-054,屏東縣內埔鄉內埔村文化路277號,120.567046,22.612448,O,O,,O,,,局內,180
屏東縣,內埔鄉,007134-9,內埔龍泉郵局,(08)7701-221,屏東縣內埔鄉龍潭村昭勝路265號,120.600739,22.674705,O,O,O,O,,,局內,180
屏東縣,內埔鄉,007135-2,內埔豐田郵局,(08)7782-229,屏東縣內埔鄉豐田村中正路310號,120.544112,22.631576,O,,O,O,,,局內,180
屏東縣,內埔鄉,007136-6,內埔建興郵局,(08)7702-444,屏東縣內埔鄉建興村100號(屏東榮家內),120.575397,22.65518,O,,O,O,,,局內,180
屏東縣,內埔鄉,007137-0,內埔學府郵局,(08)7700-625,屏東縣內埔鄉老埤村學府路1號(屏東科技大學內),120.608668,22.644478,O,,O,O,,,局內,180
